Id,Sales
227,6463.0
228,7714.0
229,6550.0
230,7334.0
231,5534.0
232,3260.0
233,5214.0
234,6767.0
235,6030.0
236,4321.0
237,7065.0
238,6705.0
239,8796.0
240,6766.0
241,5094.0
242,5035.0
243,4291.0
244,9181.0
245,4677.0
246,7106.0
247,14402.0
248,7228.0
249,7469.0
250,5254.0
251,4278.0
252,6647.0
253,3669.0
254,5061.0
255,9903.0
256,4904.0
257,15123.0
258,12396.0
259,4630.0
260,6024.0
261,5708.0
262,6216.0
263,5287.0
264,11093.0
265,7339.0
266,8737.0
267,4017.0
268,7167.0
269,5143.0
270,8268.0
271,6169.0
272,5731.0
273,6154.0
274,6204.0
275,7247.0
276,9271.0
277,5864.0
278,9096.0
279,6214.0
280,9084.0
281,5498.0
282,4928.0
283,4961.0
284,9435.0
285,5674.0
286,7489.0
287,5826.0
288,8325.0
289,4532.0
290,8085.0
291,6200.0
292,3890.0
293,11498.0
294,16738.0
295,6452.0
296,6172.0
297,8641.0
298,9666.0
299,10902.0
300,5511.0
301,7119.0
302,5432.0
303,7699.0
304,3744.0
305,5484.0
306,5002.0
307,5619.0
308,6999.0
309,4774.0
310,4235.0
311,6908.0
312,3809.0
313,4232.0
314,5926.0
315,5597.0
316,8722.0
317,8605.0
318,7112.0
319,6144.0
320,5855.0
321,10960.0
322,6686.0
323,4938.0
324,4916.0
325,7772.0
326,4203.0
327,7045.0
328,3435.0
329,4516.0
330,7178.0
331,5819.0
332,5102.0
333,8745.0
334,9511.0
335,11733.0
336,5564.0
337,9198.0
338,2653.0
339,4959.0
340,6294.0
341,3912.0
342,7104.0
343,4780.0
344,4769.0
345,8065.0
346,10241.0
347,9095.0
348,5211.0
349,4094.0
350,7653.0
351,7785.0
352,5790.0
353,5508.0
354,6380.0
355,9263.0
356,3837.0
357,5654.0
358,7125.0
359,7372.0
360,12184.0
361,4538.0
362,12557.0
363,6557.0
364,4846.0
365,3355.0
366,5332.0
367,5831.0
368,5419.0
369,6806.0
370,4798.0
371,4639.0
372,6778.0
373,3123.0
374,7541.0
375,6760.0
376,7186.0
377,8630.0
378,5091.0
379,8332.0
380,5986.0
381,5534.0
382,6031.0
383,4771.0
384,9933.0
385,6384.0
386,4628.0
387,6631.0
388,7913.0
389,6896.0
390,5531.0
391,7474.0
392,5309.0
393,6236.0
394,6342.0
395,8324.0
396,6146.0
397,5671.0
398,5388.0
399,4626.0
400,3440.0
401,5137.0
402,8539.0
403,8176.0
404,9729.0
405,10041.0
406,7774.0
407,5470.0
408,5076.0
409,10158.0
410,10445.0
411,6624.0
412,8039.0
413,7650.0
414,5710.0
415,3875.0
416,9651.0
417,6539.0
418,6152.0
419,5749.0
420,2521.0
421,10762.0
422,6160.0
423,5485.0
424,4701.0
425,5645.0
426,6385.0
427,7276.0
428,6616.0
429,5142.0
430,4551.0
431,3527.0
432,2835.0
433,6283.0
434,16763.0
435,3939.0
436,5596.0
437,6357.0
438,5480.0
439,4960.0
440,5118.0
441,3345.0
442,7186.0
443,6242.0
444,3907.0
445,8022.0
446,5203.0
447,4158.0
448,8127.0
449,6945.0
450,8900.0
451,4971.0
452,6300.0
453,4488.0
454,4583.0
455,13582.0
456,10233.0
457,6315.0
458,5126.0
459,4594.0
460,5435.0
461,5015.0
462,10225.0
463,4899.0
464,5318.0
465,6846.0
466,4361.0
467,6198.0
468,7568.0
469,6696.0
470,6733.0
471,3801.0
472,5601.0
473,6479.0
474,7937.0
475,7944.0
476,6510.0
477,4305.0
478,8050.0
479,5452.0
480,4315.0
481,7049.0
482,6596.0
483,6133.0
484,5623.0
485,6047.0
486,5075.0
487,5622.0
488,6655.0
489,6182.0
490,5473.0
491,9110.0
492,5728.0
493,4096.0
494,10870.0
495,5666.0
496,3252.0
497,7236.0
498,8719.0
499,9433.0
500,4888.0
501,5543.0
502,5477.0
503,6554.0
504,5269.0
505,7972.0
506,3228.0
507,5555.0
508,5508.0
509,4897.0
510,4888.0
511,6633.0
512,7446.0
513,4192.0
514,7482.0
515,6343.0
516,7998.0
517,4689.0
518,6149.0
519,6825.0
520,7852.0
521,6654.0
522,4482.0
523,8578.0
524,6042.0
525,7411.0
526,4045.0
527,3612.0
528,7963.0
529,5779.0
530,8300.0
531,5993.0
532,5428.0
533,7464.0
534,6123.0
535,5996.0
536,7949.0
537,5634.0
538,8539.0
539,10166.0
540,6607.0
541,4539.0
542,5098.0
543,3789.0
544,2938.0
545,7801.0
546,4942.0
547,7927.0
548,4502.0
549,5894.0
550,5361.0
551,8192.0
552,5025.0
553,4901.0
554,5158.0
555,7228.0
556,5239.0
557,6632.0
558,7246.0
559,8774.0
560,7456.0
561,6949.0
562,5528.0
563,4267.0
564,4910.0
565,9720.0
566,8289.0
567,6336.0
568,14575.0
569,4779.0
570,5484.0
571,5962.0
572,8002.0
573,9805.0
574,6132.0
575,8151.0
576,7538.0
577,6889.0
578,6322.0
579,5239.0
580,4176.0
581,4700.0
582,3432.0
583,4637.0
584,7846.0
585,14720.0
586,6866.0
587,4838.0
588,6721.0
589,4030.0
590,5751.0
591,4000.0
592,8908.0
593,6388.0
594,5580.0
595,12420.0
596,12358.0
597,4836.0
598,6617.0
599,3935.0
600,5161.0
601,5163.0
602,7757.0
603,4481.0
604,4426.0
605,5572.0
606,5232.0
607,5781.0
608,7150.0
609,3793.0
610,6601.0
611,7794.0
612,6694.0
613,4421.0
614,3830.0
615,7816.0
616,4284.0
617,8785.0
618,3711.0
619,4865.0
620,6359.0
621,5379.0
622,4507.0
623,5675.0
624,6324.0
625,8596.0
626,8169.0
627,5315.0
628,3913.0
629,5416.0
630,4936.0
631,4489.0
632,6109.0
633,5555.0
634,10414.0
635,6464.0
636,6185.0
637,7490.0
638,5003.0
639,8171.0
640,5325.0
641,12200.0
642,5602.0
643,4802.0
644,4444.0
645,3464.0
646,6855.0
647,17827.0
648,3809.0
649,4496.0
650,9141.0
651,5826.0
652,4841.0
653,7467.0
654,6059.0
655,4158.0
656,4331.0
657,8849.0
658,5605.0
659,6744.0
660,6939.0
661,4390.0
662,6852.0
663,5796.0
664,3866.0
665,7858.0
666,7999.0
667,4277.0
668,7069.0
669,6439.0
670,4485.0
671,8696.0
672,6388.0
673,6681.0
674,4596.0
675,4380.0
676,5949.0
677,3852.0
678,7411.0
679,3814.0
680,6503.0
681,4237.0
682,5846.0
683,5439.0
684,6276.0
685,6383.0
686,8009.0
687,5655.0
688,6425.0
689,6091.0
690,7275.0
691,9189.0
692,6411.0
693,3369.0
694,5686.0
695,6578.0
696,4308.0
697,11125.0
698,5074.0
699,5961.0
700,9455.0
701,6693.0
702,3849.0
703,10410.0
704,9027.0
705,4720.0
706,7318.0
707,9609.0
708,6027.0
709,4720.0
710,6107.0
711,5215.0
712,6187.0
713,6728.0
714,4481.0
715,6081.0
716,6727.0
717,5815.0
718,7303.0
719,5694.0
720,5742.0
721,4238.0
722,7368.0
723,6404.0
724,5938.0
725,5589.0
726,6460.0
727,8719.0
728,5238.0
729,5225.0
730,5850.0
731,6726.0
732,6189.0
733,4243.0
734,3878.0
735,6859.0
736,7233.0
737,5087.0
738,7974.0
739,5977.0
740,5701.0
741,5121.0
742,3364.0
743,6152.0
744,5911.0
745,6038.0
746,8855.0
747,7265.0
748,4465.0
749,7944.0
750,3851.0
751,3068.0
752,8233.0
753,12168.0
754,7241.0
755,6248.0
756,4267.0
757,6039.0
758,7602.0
759,5172.0
760,8390.0
761,4408.0
762,4305.0
763,5049.0
764,5141.0
765,4969.0
766,4838.0
767,4355.0
768,4076.0
769,5948.0
770,5659.0
771,5082.0
772,5569.0
773,6510.0
774,5121.0
775,6827.0
776,8273.0
777,5961.0
778,5623.0
779,3559.0
780,10370.0
781,5999.0
782,4839.0
783,7878.0
784,6691.0
785,6777.0
786,5474.0
787,6748.0
788,8061.0
789,12471.0
790,4707.0
791,4169.0
792,4986.0
793,5987.0
794,5292.0
795,6072.0
796,8349.0
797,5419.0
798,4200.0
799,5769.0
800,7999.0
801,4489.0
802,6912.0
803,3962.0
804,6632.0
805,7373.0
806,6805.0
807,8233.0
808,5806.0
809,4668.0
810,6269.0
811,6600.0
812,8246.0
813,7072.0
814,8168.0
815,5661.0
816,4204.0
817,8864.0
818,4335.0
819,9373.0
820,5958.0
821,4043.0
822,6549.0
823,5767.0
824,6987.0
825,9714.0
826,4098.0
827,4283.0
828,7437.0
829,7330.0
830,9218.0
831,5088.0
832,5735.0
833,5210.0
834,6323.0
835,5398.0
836,8961.0
837,7777.0
838,10840.0
839,3944.0
840,5758.0
841,9656.0
842,7683.0
843,4366.0
844,9650.0
845,6045.0
846,5174.0
847,5027.0
848,4836.0
849,5056.0
850,5337.0
851,4406.0
852,4347.0
853,7463.0
854,6614.0
855,20589.0
856,6594.0
857,3856.0
858,6527.0
859,8397.0
860,6293.0
861,6933.0
862,5448.0
863,7407.0
864,7292.0
865,4906.0
866,5155.0
867,6117.0
868,8145.0
869,6726.0
870,8405.0
871,5221.0
872,4556.0
873,4810.0
874,9138.0
875,10068.0
876,8761.0
877,7767.0
878,3511.0
879,5137.0
880,4132.0
881,7139.0
882,9781.0
883,9271.0
884,5179.0
885,5267.0
886,3637.0
887,5826.0
888,10421.0
889,5871.0
890,4440.0
891,4855.0
892,7774.0
893,3254.0
894,7253.0
895,3780.0
896,6311.0
897,5739.0
898,5064.0
899,7299.0
900,6787.0
901,5113.0
902,6279.0
903,6544.0
904,10290.0
905,5241.0
906,7745.0
907,6975.0
908,7914.0
909,5890.0
910,8566.0
911,4218.0
912,4523.0
913,5717.0
914,5244.0
915,8809.0
916,6883.0
917,5047.0
918,6409.0
919,6841.0
920,8601.0
921,3710.0
922,13000.0
923,4524.0
924,6137.0
925,7977.0
926,4518.0
927,5826.0
928,5355.0
929,6850.0
930,5002.0
931,6137.0
932,7704.0
933,7183.0
934,6847.0
935,4891.0
936,6952.0
937,11427.0
938,5986.0
939,4111.0
940,5900.0
941,5740.0
942,5082.0
943,7628.0
944,3778.0
945,7536.0
946,5857.0
947,6403.0
948,7051.0
949,4270.0
950,7422.0
951,4892.0
952,7759.0
953,8031.0
954,4915.0
955,4624.0
956,7131.0
957,5413.0
958,5646.0
959,8003.0
960,6338.0
961,7126.0
962,5109.0
963,4293.0
964,6319.0
965,7366.0
966,7753.0
967,7779.0
968,7526.0
969,5456.0
970,8062.0
971,5619.0
972,6352.0
973,8234.0
974,6118.0
975,9464.0
976,7559.0
977,6580.0
978,5102.0
979,6783.0
980,6833.0
981,6030.0
982,3749.0
983,4547.0
984,7503.0
985,3944.0
986,4094.0
987,7705.0
988,6626.0
989,5605.0
990,5646.0
991,4789.0
992,6686.0
993,6530.0
994,6061.0
995,5287.0
996,5621.0
997,6065.0
998,3475.0
999,5401.0
1000,4686.0
1001,7837.0
1002,7291.0
1003,5864.0
1004,12758.0
1005,5242.0
1006,5110.0
1007,9951.0
1008,6560.0
1009,7800.0
1010,7138.0
1011,4457.0
1012,5792.0
1013,5294.0
1014,7532.0
1015,10581.0
1016,5320.0
1017,3054.0
1018,4701.0
1019,7975.0
1020,8012.0
1021,5713.0
1022,6412.0
1023,4628.0
1024,5268.0
1025,3225.0
1026,4856.0
1027,5598.0
1028,6871.0
1029,6236.0
1030,6236.0
1031,7420.0
1032,8141.0
1033,7475.0
1034,4677.0
1035,8696.0
1036,9913.0
1037,5154.0
1038,7453.0
1039,5050.0
1040,6299.0
1041,3280.0
1042,6528.0
1043,5073.0
1044,8404.0
1045,6609.0
1046,7510.0
1047,7017.0
1048,4799.0
1049,8275.0
1050,17174.0
1051,8907.0
1052,5054.0
1053,2724.0
1054,5673.0
1055,7357.0
1056,5402.0
1057,12244.0
1058,17638.0
1059,4507.0
1060,4715.0
1061,7233.0
1062,5138.0
1063,8107.0
1064,5868.0
1065,7129.0
1066,5093.0
1067,6136.0
1068,5786.0
1069,6955.0
1070,9679.0
1071,5639.0
1072,5148.0
1073,6663.0
1074,4825.0
1075,4902.0
1076,7490.0
1077,5503.0
1078,4956.0
1079,6915.0
1080,5481.0
1081,6012.0
1082,6677.0
1083,6551.0
1084,7411.0
1085,6626.0
1086,6851.0
1087,5507.0
1088,3294.0
1089,5496.0
1090,6554.0
1091,5955.0
1092,4260.0
1093,7180.0
1094,6533.0
1095,8891.0
1096,6919.0
1097,4797.0
1098,4739.0
1099,4114.0
1100,8699.0
1101,4767.0
1102,7002.0
1103,13489.0
1104,7025.0
1105,5659.0
1106,4728.0
1107,4426.0
1108,6449.0
1109,3635.0
1110,5012.0
1111,9467.0
1112,4777.0
1113,15335.0
1114,12365.0
1115,4456.0
1116,6048.0
1117,5833.0
1118,6085.0
1119,5278.0
1120,10930.0
1121,7018.0
1122,8253.0
1123,4036.0
1124,7272.0
1125,4848.0
1126,8279.0
1127,5749.0
1128,5565.0
1129,5789.0
1130,6045.0
1131,7296.0
1132,8439.0
1133,5874.0
1134,9393.0
1135,5880.0
1136,9090.0
1137,5356.0
1138,5208.0
1139,4842.0
1140,9826.0
1141,5406.0
1142,6724.0
1143,5957.0
1144,8321.0
1145,4422.0
1146,7514.0
1147,5810.0
1148,3760.0
1149,12555.0
1150,15336.0
1151,6764.0
1152,6346.0
1153,8697.0
1154,9524.0
1155,10794.0
1156,5306.0
1157,7224.0
1158,5335.0
1159,7418.0
1160,3675.0
1161,5535.0
1162,5077.0
1163,5560.0
1164,7199.0
1165,5032.0
1166,4201.0
1167,6672.0
1168,3609.0
1169,4413.0
1170,5565.0
1171,6384.0
1172,8434.0
1173,8676.0
1174,6877.0
1175,5689.0
1176,5658.0
1177,10398.0
1178,6722.0
1179,5002.0
1180,4971.0
1181,7666.0
1182,4185.0
1183,7131.0
1184,3268.0
1185,5021.0
1186,7031.0
1187,5743.0
1188,5113.0
1189,8720.0
1190,8607.0
1191,11828.0
1192,5321.0
1193,8729.0
1194,2873.0
1195,5112.0
1196,6171.0
1197,3766.0
1198,7302.0
1199,4814.0
1200,4871.0
1201,8276.0
1202,10236.0
1203,7504.0
1204,5093.0
1205,3769.0
1206,8775.0
1207,8405.0
1208,5591.0
1209,5318.0
1210,6410.0
1211,8580.0
1212,4168.0
1213,5826.0
1214,7316.0
1215,7720.0
1216,11657.0
1217,4380.0
1218,13049.0
1219,6352.0
1220,4679.0
1221,3032.0
1222,5566.0
1223,5439.0
1224,5122.0
1225,6315.0
1226,4909.0
1227,4267.0
1228,6410.0
1229,3267.0
1230,7598.0
1231,6881.0
1232,7267.0
1233,8467.0
1234,4764.0
1235,8260.0
1236,6177.0
1237,5639.0
1238,6227.0
1239,5578.0
1240,9766.0
1241,6001.0
1242,4616.0
1243,7277.0
1244,7654.0
1245,6614.0
1246,5628.0
1247,7889.0
1248,5263.0
1249,6027.0
1250,6346.0
1251,8095.0
1252,5629.0
1253,5379.0
1254,5452.0
1255,4532.0
1256,3546.0
1257,4618.0
1258,8068.0
1259,7712.0
1260,9819.0
1261,9881.0
1262,7156.0
1263,5542.0
1264,4894.0
1265,10482.0
1266,10055.0
1267,6670.0
1268,8002.0
1269,7378.0
1270,5743.0
1271,3783.0
1272,9826.0
1273,6802.0
1274,6237.0
1275,5709.0
1276,2584.0
1277,10529.0
1278,6025.0
1279,5322.0
1280,4644.0
1281,5705.0
1282,6185.0
1283,7517.0
1284,6124.0
1285,5194.0
1286,4502.0
1287,4086.0
1288,2652.0
1289,6152.0
1290,16636.0
1291,3782.0
1292,5382.0
1293,6899.0
1294,5149.0
1295,4939.0
1296,4972.0
1297,3517.0
1298,6889.0
1299,6035.0
1300,4175.0
1301,8073.0
1302,5274.0
1303,4081.0
1304,8049.0
1305,7141.0
1306,8521.0
1307,5065.0
1308,6062.0
1309,4450.0
1310,4452.0
1311,14968.0
1312,10175.0
1313,5883.0
1314,5083.0
1315,4318.0
1316,5453.0
1317,4130.0
1318,8222.0
1319,4904.0
1320,5246.0
1321,6474.0
1322,4404.0
1323,6078.0
1324,7435.0
1325,6495.0
1326,6452.0
1327,3794.0
1328,5781.0
1329,6049.0
1330,8084.0
1331,7682.0
1332,6351.0
1333,4512.0
1334,8199.0
1335,5664.0
1336,4144.0
1337,6831.0
1338,6320.0
1339,6132.0
1340,5692.0
1341,6137.0
1342,5024.0
1343,5457.0
1344,6609.0
1345,6038.0
1346,5694.0
1347,8673.0
1348,5685.0
1349,4246.0
1350,10964.0
1351,5169.0
1352,3605.0
1353,7067.0
1354,8516.0
1355,9450.0
1356,4822.0
1357,5281.0
1358,5692.0
1359,6908.0
1360,5111.0
1361,7843.0
1362,3110.0
1363,5619.0
1364,5268.0
1365,5044.0
1366,4760.0
1367,6739.0
1368,7766.0
1369,4047.0
1370,7403.0
1371,6316.0
1372,7883.0
1373,4601.0
1374,6502.0
1375,6851.0
1376,7524.0
1377,7134.0
1378,3044.0
1379,8494.0
1380,6054.0
1381,7010.0
1382,4172.0
1383,3616.0
1384,8062.0
1385,5823.0
1386,8424.0
1387,5559.0
1388,5371.0
1389,6872.0
1390,5943.0
1391,5804.0
1392,8077.0
1393,5277.0
1394,8354.0
1395,10130.0
1396,6636.0
1397,4408.0
1398,5158.0
1399,3786.0
1400,2946.0
1401,7721.0
1402,4873.0
1403,7901.0
1404,4277.0
1405,5737.0
1406,5352.0
1407,8998.0
1408,5138.0
1409,5111.0
1410,5255.0
1411,7110.0
1412,5015.0
1413,6796.0
1414,7007.0
1415,8828.0
1416,7275.0
1417,6585.0
1418,4946.0
1419,4317.0
1420,4490.0
1421,9984.0
1422,8459.0
1423,6257.0
1424,14360.0
1425,4679.0
1426,5166.0
1427,5768.0
1428,7798.0
1429,9806.0
1430,6240.0
1431,7671.0
1432,7505.0
1433,6698.0
1434,6224.0
1435,4827.0
1436,4183.0
1437,4695.0
1438,3513.0
1439,4645.0
1440,7627.0
1441,14805.0
1442,6985.0
1443,4860.0
1444,7151.0
1445,3778.0
1446,5633.0
1447,3830.0
1448,8567.0
1449,6444.0
1450,5412.0
1451,12100.0
1452,12567.0
1453,4655.0
1454,6373.0
1455,3878.0
1456,5235.0
1457,5213.0
1458,7424.0
1459,4505.0
1460,4328.0
1461,5750.0
1462,4923.0
1463,5829.0
1464,6842.0
1465,3706.0
1466,6408.0
1467,7714.0
1468,6672.0
1469,4446.0
1470,4202.0
1471,7533.0
1472,4462.0
1473,8941.0
1474,3528.0
1475,4588.0
1476,6104.0
1477,5218.0
1478,4470.0
1479,5658.0
1480,6602.0
1481,8895.0
1482,8593.0
1483,5142.0
1484,3743.0
1485,5308.0
1486,4958.0
1487,4258.0
1488,5964.0
1489,5461.0
1490,10738.0
1491,6558.0
1492,5881.0
1493,7655.0
1494,5093.0
1495,8123.0
1496,5172.0
1497,12361.0
1498,5534.0
1499,4881.0
1500,4364.0
1501,3186.0
1502,6925.0
1503,18006.0
1504,4296.0
1505,4310.0
1506,8679.0
1507,5930.0
1508,4798.0
1509,7514.0
1510,5910.0
1511,4319.0
1512,4035.0
1513,8876.0
1514,5554.0
1515,6718.0
1516,7247.0
1517,4579.0
1518,7015.0
1519,5464.0
1520,3942.0
1521,7628.0
1522,7579.0
1523,4396.0
1524,6664.0
1525,5917.0
1526,4321.0
1527,8506.0
1528,6078.0
1529,6366.0
1530,4328.0
1531,4282.0
1532,6735.0
1533,3518.0
1534,7231.0
1535,4201.0
1536,6536.0
1537,4265.0
1538,5809.0
1539,5619.0
1540,6277.0
1541,6113.0
1542,7675.0
1543,5497.0
1544,6499.0
1545,6463.0
1546,8183.0
1547,9231.0
1548,6141.0
1549,3477.0
1550,5757.0
1551,6453.0
1552,4474.0
1553,11041.0
1554,5043.0
1555,5763.0
1556,9229.0
1557,6069.0
1558,3782.0
1559,11149.0
1560,9063.0
1561,4771.0
1562,7348.0
1563,8488.0
1564,5780.0
1565,4990.0
1566,6108.0
1567,5397.0
1568,6272.0
1569,6534.0
1570,4319.0
1571,6271.0
1572,6681.0
1573,5681.0
1574,7390.0
1575,5580.0
1576,5772.0
1577,3600.0
1578,7130.0
1579,6439.0
1580,5363.0
1581,5845.0
1582,6484.0
1583,8434.0
1584,5202.0
1585,5350.0
1586,5318.0
1587,6627.0
1588,6189.0
1589,4278.0
1590,3799.0
1591,7848.0
1592,7081.0
1593,5129.0
1594,7579.0
1595,6074.0
1596,6582.0
1597,4917.0
1598,3119.0
1599,6272.0
1600,5863.0
1601,5848.0
1602,8762.0
1603,8068.0
1604,4612.0
1605,6823.0
1606,3975.0
1607,2923.0
1608,8029.0
1609,12697.0
1610,6522.0
1611,6418.0
1612,4187.0
1613,6292.0
1614,7476.0
1615,5363.0
1616,7883.0
1617,4534.0
1618,4237.0
1619,5103.0
1620,4887.0
1621,5238.0
1622,4907.0
1623,4167.0
1624,4148.0
1625,6288.0
1626,5651.0
1627,5244.0
1628,5402.0
1629,6433.0
1630,5186.0
1631,6953.0
1632,8208.0
1633,6029.0
1634,5313.0
1635,3645.0
1636,10115.0
1637,5608.0
1638,4844.0
1639,7869.0
1640,7368.0
1641,6793.0
1642,5351.0
1643,6741.0
1644,8254.0
1645,12868.0
1646,4678.0
1647,4223.0
1648,4544.0
1649,5574.0
1650,5040.0
1651,6672.0
1652,7940.0
1653,5559.0
1654,3976.0
1655,5581.0
1656,7267.0
1657,4622.0
1658,6718.0
1659,3891.0
1660,6372.0
1661,7395.0
1662,6685.0
1663,8686.0
1664,5797.0
1665,4673.0
1666,5657.0
1667,6759.0
1668,8116.0
1669,6944.0
1670,7678.0
1671,5278.0
1672,4203.0
1673,8943.0
1674,4369.0
1675,9383.0
1676,5813.0
1677,4211.0
1678,6526.0
1679,5533.0
1680,7287.0
1681,9771.0
1682,3938.0
1683,4192.0
1684,7611.0
1685,7274.0
1686,9676.0
1687,5383.0
1688,5335.0
1689,5143.0
1690,6043.0
1691,5143.0
1692,8929.0
1693,7719.0
1694,11154.0
1695,4119.0
1696,5790.0
1697,9525.0
1698,7304.0
1699,4298.0
1700,9223.0
1701,6151.0
1702,5229.0
1703,4679.0
1704,4829.0
1705,4944.0
1706,5505.0
1707,4630.0
1708,4341.0
1709,7513.0
1710,6033.0
1711,20265.0
1712,6480.0
1713,3934.0
1714,6936.0
1715,9708.0
1716,6986.0
1717,7397.0
1718,5846.0
1719,7130.0
1720,7523.0
1721,4866.0
1722,5551.0
1723,6375.0
1724,8516.0
1725,7123.0
1726,8737.0
1727,5716.0
1728,4753.0
1729,4831.0
1730,9271.0
1731,10747.0
1732,9717.0
1733,8175.0
1734,4285.0
1735,5201.0
1736,4169.0
1737,7468.0
1738,10393.0
1739,9269.0
1740,5491.0
1741,5494.0
1742,4075.0
1743,5628.0
1744,10188.0
1745,6213.0
1746,4321.0
1747,5014.0
1748,7714.0
1749,3394.0
1750,7219.0
1751,3806.0
1752,6037.0
1753,5629.0
1754,5274.0
1755,7495.0
1756,7071.0
1757,5014.0
1758,7017.0
1759,6334.0
1760,10276.0
1761,5327.0
1762,8091.0
1763,6557.0
1764,8419.0
1765,6243.0
1766,9067.0
1767,4639.0
1768,5193.0
1769,6038.0
1770,5258.0
1771,8857.0
1772,7149.0
1773,5487.0
1774,6677.0
1775,6726.0
1776,8976.0
1777,3880.0
1778,12882.0
1779,4810.0
1780,6288.0
1781,8262.0
1782,4696.0
1783,5957.0
1784,5784.0
1785,7165.0
1786,5202.0
1787,6117.0
1788,7576.0
1789,7404.0
1790,7261.0
1791,4991.0
1792,7330.0
1793,11255.0
1794,6489.0
1795,4185.0
1796,5954.0
1797,5853.0
1798,5091.0
1799,7640.0
1800,3991.0
1801,7797.0
1802,6117.0
1803,6717.0
1804,6814.0
1805,4809.0
1806,8131.0
1807,4868.0
1808,8061.0
1809,8390.0
1810,5024.0
1811,4910.0
1812,7160.0
1813,5394.0
1814,5685.0
1815,8101.0
1816,6443.0
1817,7430.0
1818,5455.0
1819,4400.0
1820,6643.0
1821,7209.0
1822,8058.0
1823,7812.0
1824,7413.0
1825,5490.0
1826,8069.0
1827,5813.0
1828,6565.0
1829,8537.0
1830,6072.0
1831,10274.0
1832,7068.0
1833,7021.0
1834,5404.0
1835,7254.0
1836,7203.0
1837,6299.0
1838,3802.0
1839,4785.0
1840,7626.0
1841,4192.0
1842,4330.0
1843,8513.0
1844,6800.0
1845,5489.0
1846,5885.0
1847,5150.0
1848,7463.0
1849,6604.0
1850,6307.0
1851,5398.0
1852,5954.0
1853,6346.0
1854,3628.0
1855,6751.0
1856,4776.0
1857,7904.0
1858,7552.0
1859,5947.0
1860,12897.0
1861,4912.0
1862,4923.0
1863,10344.0
1864,6375.0
1865,7819.0
1866,7429.0
1867,4354.0
1868,6024.0
1869,5294.0
1870,8263.0
1871,11010.0
1872,5718.0
1873,3055.0
